Inicio;Fin;IRI
602720;602740;2,6
602740;602760;2,3
602760;602780;2,0
602780;602800;2,3
602800;602820;2,4
602820;602840;2,4
602840;602860;3,0
602860;602880;2,5
602880;602900;3,2
602900;602920;2,9
602920;602940;2,7
602940;602960;3,5
602960;602980;4,2
602980;603000;3,3
603000;603020;2,9
603020;603040;2,7
603040;603060;2,1
603060;603080;2,3
603080;603100;3,3
603100;603120;2,3
603120;603140;2,3
603140;603160;2,3
603160;603180;2,2
603180;603200;2,5
603200;603220;2,2
603220;603240;2,4
603240;603260;2,1
603260;603280;1,8
603280;603300;1,8
603300;603320;1,8
603320;603340;1,7
603340;603360;3,4
603360;603380;2,0
603380;603400;2,4
603400;603420;2,3
603420;603440;2,4
603440;603460;3,2
603460;603480;3,6
603480;603500;2,6
603500;603520;2,4
603520;603540;2,2
603540;603560;3,4
603560;603580;3,1
603580;603600;2,4
603600;603620;2,8
603620;603640;2,8
603640;603660;3,0
603660;603680;1,7
603680;603700;1,4
603700;603720;1,4
603720;603740;2,2
603740;603760;2,4
603760;603780;1,9
603780;603800;1,8
603800;603820;2,1
603820;603840;2,5
603840;603860;4,0
603860;603880;3,5
603880;603900;3,6
603900;603920;3,2
603920;603940;3,7
603940;603960;4,5
603960;603980;3,7
603980;604000;3,0
604000;604020;2,2
604020;604040;2,2
604040;604060;2,4
604060;604080;2,5
604080;604100;2,3
604100;604120;2,4
604120;604140;2,8
604140;604160;2,6
604160;604180;2,3
604180;604200;2,8
604200;604220;2,5
604220;604240;2,7
604240;604260;1,9
604260;604280;2,5
604280;604300;3,4
604300;604320;3,4
604320;604340;3,3
604340;604360;3,9
604360;604380;3,4
604380;604400;2,2
604400;604420;2,6
604420;604440;2,2
604440;604460;2,0
604460;604480;2,3
604480;604500;3,7
604500;604520;3,5
604520;604540;3,0
604540;604560;3,0
604560;604580;2,4
604580;604600;1,9
604600;604620;2,1
604620;604640;2,2
604640;604660;2,2
604660;604680;2,8
604680;604700;2,2
604700;604720;2,5
604720;604740;3,1
604740;604760;2,8
604760;604780;3,6
604780;604800;4,0
604800;604820;4,1
604820;604840;6,1
604840;604860;3,9
604860;604880;3,4
604880;604900;3,1
604900;604920;4,3
604920;604940;6,6
604940;604960;4,5
604960;604980;3,9
604980;605000;5,3
605000;605020;3,6
605020;605040;4,2
605040;605060;2,5
605060;605080;3,5
605080;605100;4,6
605100;605120;6,1
605120;605140;4,9
605140;605160;3,3
605160;605180;3,2
605180;605200;2,6
605200;605220;3,0
605220;605240;4,7
605240;605260;5,2
605260;605280;5,2
605280;605300;4,8
605300;605320;5,0
605320;605340;3,5
605340;605360;3,2
605360;605380;3,0
605380;605400;3,2
605400;605420;2,6
605420;605440;2,8
605440;605460;1,9
605460;605480;2,8
605480;605500;3,3
605500;605520;3,6
605520;605540;2,5
605540;605560;2,6
605560;605580;2,7
605580;605600;2,1
605600;605620;1,9
605620;605640;2,2
605640;605660;2,1
605660;605680;2,3
605680;605700;2,5
605700;605720;2,7
605720;605740;2,4
605740;605760;2,0
605760;605780;2,3
605780;605800;3,0
605800;605820;2,2
605820;605840;2,1
605840;605860;2,5
605860;605880;2,3
605880;605900;2,9
605900;605920;3,3
605920;605940;2,3
605940;605960;2,1
605960;605980;2,0
605980;606000;2,4
606000;606020;2,5
606020;606040;2,4
606040;606060;2,2
606060;606080;2,3
606080;606100;2,5
606100;606120;2,7
606120;606140;2,4
606140;606160;2,2
606160;606180;2,3
606180;606200;2,4
606200;606220;2,6
606220;606240;2,9
606240;606260;2,7
606260;606280;2,6
606280;606300;2,2
606300;606320;2,2
606320;606340;3,1
606340;606360;3,1
606360;606380;3,0
606380;606400;3,1
606400;606420;2,6
606420;606440;2,2
606440;606460;2,0
606460;606480;2,1
606480;606500;2,0
606500;606520;1,9
606520;606540;2,0
606540;606560;2,7
606560;606580;3,0
606580;606600;2,8
606600;606620;2,1
606620;606640;2,7
606640;606660;3,1
606660;606680;2,5
606680;606700;2,0
606700;606720;2,4
606720;606740;2,1
606740;606760;2,6
606760;606780;2,7
606780;606800;2,7
606800;606820;2,6
606820;606840;2,4
606840;606860;2,3
606860;606880;5,0
606880;606900;7,0
606900;606920;12,5
606920;606940;5,8
606940;606960;3,2
606960;606980;2,5
606980;607000;2,5
607000;607020;2,4
607020;607040;3,6
607040;607060;3,0
607060;607080;1,8
607080;607100;2,3
607100;607120;3,7
607120;607140;2,3
607140;607160;2,4
607160;607180;2,0
607180;607200;2,4
607200;607220;1,8
607220;607240;1,9
607240;607260;2,2
607260;607280;2,7
607280;607300;3,2
607300;607320;3,2
607320;607340;2,7
607340;607360;2,1
607360;607380;2,2
607380;607400;2,5
607400;607420;1,9
607420;607440;1,7
607440;607460;1,8
607460;607480;2,0
607480;607500;3,6
607500;607520;3,1
607520;607540;2,6
607540;607560;2,8
607560;607580;1,5
607580;607600;1,6
607600;607620;2,0
607620;607640;2,3
607640;607660;1,9
607660;607680;2,6
607680;607700;3,1
607700;607720;2,2
607720;607740;2,3
607740;607760;2,0
607760;607780;2,1
607780;607800;2,4
607800;607820;2,1
607820;607840;2,4
607840;607860;3,2
607860;607880;3,1
607880;607900;2,3
607900;607920;2,3
607920;607940;2,4
607940;607960;2,4
607960;607980;2,2
607980;608000;2,4
608000;608020;2,2
608020;608040;2,1
608040;608060;2,2
608060;608080;2,7
608080;608100;2,7
608100;608120;2,3
608120;608140;2,2
608140;608160;1,8
608160;608180;1,7
608180;608200;2,4
608200;608220;2,4
608220;608240;2,6
608240;608260;2,6
608260;608280;2,8
608280;608300;2,5
608300;608320;2,2
608320;608340;2,2
608340;608360;2,2
608360;608380;2,5
608380;608400;2,3
608400;608420;2,1
608420;608440;2,1
608440;608460;2,1
608460;608480;1,9
608480;608500;2,2
608500;608520;1,8
608520;608540;2,2
608540;608560;2,5
608560;608580;3,5
608580;608600;2,2
608600;608620;2,2
608620;608640;2,5
608640;608660;2,4
608660;608680;1,9
608680;608700;1,9
608700;608720;1,8
608720;608740;2,3
608740;608760;2,4
608760;608780;2,6
608780;608800;2,7
608800;608820;2,4
608820;608840;2,3
608840;608860;1,9
608860;608880;2,4
608880;608900;1,6
608900;608920;1,9
608920;608940;1,9
608940;608960;2,3
608960;608980;2,3
608980;609000;3,0
609000;609020;3,4
609020;609040;3,7
609040;609060;3,5
609060;609080;4,3
609080;609100;3,3
609100;609120;2,9
609120;609140;3,3
609140;609160;3,3
609160;609180;2,7
609180;609200;2,8
609200;609220;2,8
609220;609240;2,8
609240;609260;3,1
609260;609280;3,5
609280;609300;2,8
609300;609320;3,1
609320;609340;2,8
609340;609360;3,0
609360;609380;3,4
609380;609400;3,5
609400;609420;2,3
609420;609440;3,1
609440;609460;3,5
609460;609480;3,2
609480;609500;3,3
609500;609520;3,6
609520;609540;2,6
609540;609560;3,8
609560;609580;2,7
609580;609600;1,9
609600;609620;1,9
609620;609640;2,3
609640;609660;3,4
609660;609680;3,0
609680;609700;2,0
609700;609720;2,5
609720;609740;2,8
609740;609760;2,8
609760;609780;2,9
609780;609800;2,6
609800;609820;2,2
609820;609840;2,2
609840;609860;3,3
609860;609880;2,6
609880;609900;2,1
609900;609920;2,2
609920;609940;2,0
609940;609960;1,9
609960;609980;2,1
609980;610000;2,5
610000;610020;2,1
610020;610040;4,2
610040;610060;2,6
610060;610080;2,2
610080;610100;1,8
610100;610120;2,0
610120;610140;2,1
610140;610160;2,7
610160;610180;2,4
610180;610200;2,4
610200;610220;3,3
610220;610240;2,4
610240;610260;2,3
610260;610280;2,7
610280;610300;2,5
610300;610320;3,0
610320;610340;3,2
610340;610360;2,5
610360;610380;2,2
610380;610400;2,0
610400;610420;2,0
610420;610440;2,0
610440;610460;1,7
610460;610480;2,0
610480;610500;2,1
610500;610520;2,3
610520;610540;2,1
610540;610560;2,7
610560;610580;2,2
610580;610600;1,8
610600;610620;2,2
610620;610640;2,9
610640;610660;2,4
610660;610680;2,1
610680;610700;2,1
610700;610720;2,8
610720;610740;2,1
610740;610760;2,1
610760;610780;2,2
610780;610800;2,9
610800;610820;2,5
610820;610840;2,3
610840;610860;2,1
610860;610880;1,7
610880;610900;2,0
610900;610920;3,2
610920;610940;3,9
610940;610960;2,4
610960;610980;2,3
610980;611000;2,9
611000;611020;2,4
611020;611040;2,6
611040;611060;2,3
611060;611080;2,5
611080;611100;2,5
611100;611120;2,3
611120;611140;3,1
611140;611160;2,2
611160;611180;2,7
611180;611200;2,7
611200;611220;5,3
611220;611240;4,3
611240;611260;3,3
611260;611280;3,0
611280;611300;2,9
611300;611320;2,7
611320;611340;2,9
611340;611360;2,8
611360;611380;3,1
611380;611400;3,2
611400;611420;2,6
611420;611440;2,2
611440;611460;3,0
611460;611480;3,0
611480;611500;2,5
611500;611520;3,0
611520;611540;3,0
611540;611560;3,1
611560;611580;3,3
611580;611600;3,7
611600;611620;3,2
611620;611640;2,0
611640;611660;2,3
611660;611680;3,0
611680;611700;3,4
611700;611720;4,2
611720;611740;8,3
611740;611760;4,1
611760;611780;5,1
611780;611800;4,8
611800;611820;3,2
611820;611840;5,6
611840;611860;7,1
611860;611880;3,5
611880;611900;3,3
611900;611920;4,1
611920;611940;3,9
611940;611960;3,5
611960;611980;2,9
611980;612000;3,2
612000;612020;3,8
612020;612040;3,0
612040;612060;3,7
612060;612080;5,1
612080;612100;5,3
612100;612120;3,9
612120;612140;3,2
612140;612160;3,3
612160;612180;2,8
612180;612200;4,6
612200;612220;3,6
612220;612240;5,0
612240;612260;3,6
612260;612280;3,8
612280;612300;3,3
612300;612320;4,8
612320;612340;2,9
612340;612360;3,4
612360;612380;2,5
612380;612400;3,3
612400;612420;2,8
612420;612440;2,6
612440;612460;2,8
612460;612480;3,1
612480;612500;2,6
612500;612520;2,7
612520;612540;3,3
612540;612560;2,6
612560;612580;3,8
612580;612600;2,8
612600;612620;2,6
612620;612640;3,4
612640;612660;4,4
612660;612680;4,1
612680;612700;7,4
612700;612720;6,4
612720;612740;3,6
612740;612760;2,0
612760;612780;2,4
612780;612800;2,4
612800;612820;2,1
612820;612840;2,3
612840;612860;2,5
612860;612880;6,6
612880;612900;9,2
612900;612920;6,0
612920;612940;2,4
612940;612960;2,2
612960;612980;2,2
612980;613000;2,5
613000;613020;2,3
613020;613040;3,5
613040;613060;3,5
613060;613080;4,8
613080;613100;5,6
613100;613120;4,0
613120;613140;5,7
613140;613160;4,6
613160;613180;2,9
613180;613200;2,5
613200;613220;2,6
613220;613240;2,8
613240;613260;2,8
613260;613280;2,8
613280;613300;2,1
613300;613320;2,3
613320;613340;2,3
613340;613360;1,8
613360;613380;1,8
613380;613400;1,9
613400;613420;2,0
613420;613440;1,8
613440;613460;2,3
613460;613480;2,3
613480;613500;2,1
613500;613520;2,4
613520;613540;2,4
613540;613560;2,2
613560;613580;1,8
613580;613600;2,8
613600;613620;2,7
613620;613640;3,1
613640;613660;3,8
613660;613680;2,8
613680;613700;2,6
613700;613720;2,6
613720;613740;2,2
613740;613760;2,3
613760;613780;2,3
613780;613800;2,1
613800;613820;2,2
613820;613840;2,1
613840;613860;2,2
613860;613880;2,6
613880;613900;2,9
613900;613920;3,6
613920;613940;3,9
613940;613960;2,8
613960;613980;2,2
613980;614000;2,3
614000;614020;2,2
614020;614040;2,3
614040;614060;2,7
614060;614080;2,6
614080;614100;2,8
614100;614120;3,5
614120;614140;3,9
614140;614160;2,6
614160;614180;2,0
614180;614200;2,3
614200;614220;2,9
614220;614240;2,4
614240;614260;2,4
614260;614280;3,6
614280;614300;3,3
614300;614320;3,3
614320;614340;2,5
614340;614360;2,1
614360;614380;2,8
614380;614400;2,1
614400;614420;2,1
614420;614440;2,4
614440;614460;1,7
614460;614480;2,1
614480;614500;2,0
614500;614520;2,9
614520;614540;2,5
614540;614560;3,1
614560;614580;2,5
614580;614600;2,1
614600;614620;2,0
614620;614640;2,1
614640;614660;1,7
614660;614680;1,8
614680;614700;1,8
614700;614720;2,6
614720;614740;2,4
614740;614760;2,2
614760;614780;3,2
614780;614800;3,6
614800;614820;3,0
614820;614840;2,7
614840;614860;2,2
614860;614880;2,5
614880;614900;2,0
614900;614920;1,6
614920;614940;1,9
614940;614960;2,3
614960;614980;2,1
614980;615000;1,8
615000;615020;2,4
615020;615040;2,8
615040;615060;5,5
615060;615080;2,5
615080;615100;2,3
615100;615120;2,6
615120;615140;1,9
615140;615160;2,1
615160;615180;1,8
615180;615200;1,6
615200;615220;2,0
615220;615240;1,6
615240;615260;1,6
615260;615280;1,8
615280;615300;1,9
615300;615320;2,6
615320;615340;3,4
615340;615360;2,6
615360;615380;2,3
615380;615400;2,5
615400;615420;3,2
615420;615440;3,1
615440;615460;2,7
615460;615480;2,0
615480;615500;2,4
615500;615520;2,4
615520;615540;2,5
615540;615560;2,1
615560;615580;2,6
615580;615600;3,4
615600;615620;3,0
615620;615640;2,6
615640;615660;2,2
615660;615680;2,6
615680;615700;2,3
615700;615720;1,9
615720;615740;3,3
615740;615760;2,3
615760;615780;2,2
615780;615800;1,7
615800;615820;2,2
615820;615840;4,0
615840;615860;2,8
615860;615880;2,6
615880;615900;2,8
615900;615920;2,0
615920;615940;2,0
615940;615960;2,2
615960;615980;2,8
615980;616000;2,1
616000;616020;1,8
616020;616040;2,5
616040;616060;3,6
616060;616080;3,6
616080;616100;3,3
616100;616120;3,5
616120;616140;2,9
616140;616160;2,7
616160;616180;3,0
616180;616200;3,7
616200;616220;4,0
616220;616240;4,3
616240;616260;1,8
616260;616280;2,0
616280;616300;1,8
616300;616320;2,0
616320;616340;1,8
616340;616360;2,5
616360;616380;2,4
616380;616400;1,9
616400;616420;1,4
616420;616440;1,5
616440;616460;1,3
616460;616480;2,1
616480;616500;1,9
616500;616520;2,4
616520;616540;2,5
616540;616560;2,4
616560;616580;1,8
616580;616600;1,8
616600;616620;2,0
616620;616640;1,7
616640;616660;2,1
616660;616680;2,3
616680;616700;2,1
616700;616720;1,6
616720;616740;1,7
616740;616760;3,1
616760;616780;3,4
616780;616800;3,2
616800;616820;2,8
616820;616840;3,2
616840;616860;2,2
616860;616880;2,2
616880;616900;1,9
616900;616920;2,5
616920;616940;2,2
616940;616960;2,9
616960;616980;2,4
616980;617000;2,0
617000;617020;1,9
617020;617040;2,5
617040;617060;2,6
617060;617080;2,2
617080;617100;2,1
617100;617120;2,3
617120;617140;1,9
617140;617160;3,8
617160;617180;2,6
617180;617200;2,0
617200;617220;1,6
617220;617240;1,9
617240;617260;2,1
617260;617280;2,4
617280;617300;3,1
617300;617320;3,7
617320;617340;2,4
617340;617360;2,2
617360;617380;2,2
617380;617400;2,2
617400;617420;2,3
617420;617440;2,4
617440;617460;2,0
617460;617480;2,3
617480;617500;2,5
617500;617520;2,4
617520;617540;1,6
617540;617560;1,5
617560;617580;1,6
617580;617600;2,2
617600;617620;2,4
617620;617640;2,4
617640;617660;2,3
617660;617680;1,8
617680;617700;1,7
617700;617720;2,4
617720;617740;2,9
617740;617760;2,4
617760;617780;2,0
617780;617800;1,4
617800;617820;1,7
617820;617840;2,3
617840;617860;2,7
617860;617880;3,2
617880;617900;2,7
617900;617920;3,9
617920;617940;3,4
617940;617960;3,9
617960;617980;2,3
617980;618000;2,3
618000;618020;2,1
618020;618040;2,1
618040;618060;2,2
618060;618080;2,2
618080;618100;2,0
618100;618120;2,1
618120;618140;2,0
618140;618160;2,0
618160;618180;2,1
618180;618200;1,8
618200;618220;2,6
618220;618240;2,3
618240;618260;2,0
618260;618280;2,6
618280;618300;2,1
618300;618320;2,4
618320;618340;2,2
618340;618360;2,3
618360;618380;3,2
618380;618400;3,3
618400;618420;3,2
618420;618440;3,6
618440;618460;3,7
618460;618480;4,7
618480;618500;2,7
618500;618520;2,0
618520;618540;2,5
618540;618560;2,2
618560;618580;2,8
618580;618600;2,4
618600;618620;2,8
618620;618640;2,9
618640;618660;2,6
618660;618680;2,7
618680;618700;3,1
618700;618720;3,3
618720;618740;2,7
618740;618760;2,8
618760;618780;2,2
618780;618800;4,0
618800;618820;4,3
618820;618840;2,8
618840;618860;3,1
618860;618880;3,0
618880;618900;3,0
618900;618920;4,6
618920;618940;4,0
618940;618960;4,5
618960;618980;5,4
618980;619000;2,7
619000;619020;2,3
619020;619040;2,7
619040;619060;2,7
619060;619080;3,1
619080;619100;4,3
619100;619120;2,9
619120;619140;2,9
619140;619160;3,1
619160;619180;2,2
619180;619200;3,0
619200;619220;3,7
619220;619240;3,6
619240;619260;2,4
619260;619280;3,5
619280;619300;2,5
619300;619320;2,6
619320;619340;3,0
619340;619360;2,9
619360;619380;3,9
619380;619400;3,5
619400;619420;2,2
619420;619440;2,2
619440;619460;2,3
619460;619480;2,3
619480;619500;2,2
619500;619520;2,8
619520;619540;2,3
619540;619560;1,6
619560;619580;1,9
619580;619600;1,9
619600;619620;1,7
619620;619640;1,4
619640;619660;1,8
619660;619680;2,8
619680;619700;2,5
619700;619720;2,4
619720;619740;3,3
619740;619760;3,1
619760;619780;2,3
619780;619800;2,4
619800;619820;2,6
619820;619840;2,0
619840;619860;3,0
619860;619880;3,5
619880;619900;2,7
619900;619920;2,3
619920;619940;2,0
619940;619960;2,1
619960;619980;3,0
619980;620000;2,9
620000;620020;4,0
620020;620040;3,1
620040;620060;2,7
620060;620080;2,4
620080;620100;2,3
620100;620120;2,0
620120;620140;2,2
620140;620160;2,2
620160;620180;1,7
620180;620200;2,0
620200;620220;2,3
620220;620240;2,9
620240;620260;2,2
620260;620280;2,1
620280;620300;2,8
620300;620320;2,1
620320;620340;2,3
620340;620360;2,8
620360;620380;2,8
620380;620400;2,0
620400;620420;2,0
620420;620440;2,2
620440;620460;2,2
620460;620480;2,1
620480;620500;3,0
620500;620520;2,8
620520;620540;2,5
620540;620560;2,9
620560;620580;3,1
620580;620600;2,8
620600;620620;3,1
620620;620640;1,9
620640;620660;1,8
620660;620680;2,2
620680;620700;2,5
620700;620720;2,3
620720;620740;2,6
620740;620760;2,8
620760;620780;3,1
620780;620800;2,6
620800;620820;2,2
620820;620840;2,3
620840;620860;3,4
620860;620880;4,6
620880;620900;3,8
620900;620920;2,6
620920;620940;2,8
620940;620960;2,4
620960;620980;1,9
620980;621000;2,3
621000;621020;1,9
621020;621040;2,2
621040;621060;2,4
621060;621080;2,2
621080;621100;2,7
621100;621120;2,6
621120;621140;2,3
621140;621160;2,6
621160;621180;2,4
621180;621200;2,8
621200;621220;2,7
621220;621240;3,0
621240;621260;2,8
621260;621280;2,7
621280;621300;2,6
621300;621320;2,7
621320;621340;2,5
621340;621360;2,2
621360;621380;2,7
621380;621400;3,4
621400;621420;3,1
621420;621440;2,5
621440;621460;2,8
621460;621480;3,0
621480;621500;2,6
621500;621520;2,5
621520;621540;2,0
621540;621560;2,3
621560;621580;2,5
621580;621600;2,5
621600;621620;2,0
621620;621640;2,8
621640;621660;2,3
621660;621680;2,7
621680;621700;2,8
621700;621720;2,2
621720;621740;2,6
621740;621760;2,6
621760;621780;2,7
621780;621800;2,7
621800;621820;3,4
621820;621840;4,1
621840;621860;3,1
621860;621880;2,8
621880;621900;3,6
621900;621920;2,8
621920;621940;3,6
621940;621960;3,4
621960;621980;3,1
621980;622000;2,3
622000;622020;2,4
622020;622040;2,9
622040;622060;3,0
622060;622080;1,8
622080;622100;2,0
622100;622120;2,0
622120;622140;1,7
622140;622160;2,3
622160;622180;2,2
622180;622200;2,8
622200;622220;3,8
622220;622240;2,4
622240;622260;1,6
622260;622280;2,0
622280;622300;1,8
622300;622320;2,2
622320;622340;2,6
622340;622360;3,1
622360;622380;2,3
622380;622400;1,8
622400;622420;2,0
622420;622440;1,9
622440;622460;2,1
622460;622480;2,0
622480;622500;1,7
622500;622520;1,7
622520;622540;1,8
622540;622560;2,3
622560;622580;2,0
622580;622600;1,8
622600;622620;1,8
622620;622640;2,1
622640;622660;2,3
622660;622680;2,9
622680;622700;2,8
622700;622720;3,2
622720;622740;2,9
622740;622760;2,9
622760;622780;3,2
622780;622800;2,9
622800;622820;2,6
622820;622840;2,4
622840;622860;2,7
622860;622880;2,6
622880;622900;2,1
622900;622920;2,2
622920;622940;1,9
622940;622960;2,4
622960;622980;2,7
622980;623000;3,1
623000;623020;2,4
623020;623040;2,6
623040;623060;2,5
623060;623080;2,7
623080;623100;2,5
623100;623120;2,7
623120;623140;2,0
623140;623160;2,4
623160;623180;2,1
623180;623200;3,2
623200;623220;2,7
623220;623240;2,2
623240;623260;2,6
623260;623280;2,8
623280;623300;3,2
623300;623320;2,1
623320;623340;1,9
623340;623360;1,7
623360;623380;2,2
623380;623400;2,0
623400;623420;2,2
623420;623440;2,8
623440;623460;2,7
623460;623480;3,1
623480;623500;4,0
623500;623520;2,6
623520;623540;2,6
623540;623560;1,8
623560;623580;1,9
623580;623600;2,3
623600;623620;2,3
623620;623640;2,5
623640;623660;2,2
623660;623680;1,9
623680;623700;2,0
623700;623720;2,5
623720;623740;2,0
623740;623760;1,6
623760;623780;2,0
623780;623800;1,7
623800;623820;2,3
623820;623840;2,6
623840;623860;2,4
623860;623880;3,1
623880;623900;2,5
623900;623920;2,0
623920;623940;1,9
623940;623960;1,8
623960;623980;2,1
623980;624000;3,0
624000;624020;2,5
624020;624040;1,9
624040;624060;1,6
624060;624080;1,6
624080;624100;2,0
624100;624120;3,0
624120;624140;2,5
624140;624160;2,0
624160;624180;2,3
624180;624200;2,3
624200;624220;2,8
624220;624240;2,1
624240;624260;1,8
624260;624280;2,0
624280;624300;2,3
624300;624320;2,7
624320;624340;2,7
624340;624360;2,7
624360;624380;2,5
624380;624400;2,2
624400;624420;2,4
624420;624440;2,2
624440;624460;3,7
624460;624480;3,3
624480;624500;3,4
624500;624520;2,6
624520;624540;2,6
624540;624560;2,2
624560;624580;2,4
624580;624600;3,1
624600;624620;3,4
624620;624640;3,9
624640;624660;3,5
624660;624680;2,9
624680;624700;3,4
624700;624720;4,1
624720;624740;3,1
624740;624760;2,5
624760;624780;4,1
624780;624800;3,8
624800;624820;3,1
624820;624840;3,4
